x,y,,,,,left_frame_x,left_frame_y,right_frame_x,right_frame_y
1713.77,1073,142.228,233.298,65.0014,42.5227,2089.3,965.477,1998.23,965.477
1714.51,1073.91,141.493,232.093,65.9078,43.1157,2088.09,964.884,1997.49,964.884
1714.85,1073.92,141.15,231.53,65.9172,43.1219,2087.53,964.878,1997.15,964.878
1715.27,1075.37,140.734,230.847,67.3746,44.0752,2086.85,963.925,1996.73,963.925
1705.65,1067.15,150.347,246.616,59.1519,38.6961,2102.62,969.304,2006.35,969.304
1705.95,1068.39,150.051,246.129,60.3886,39.5051,2102.13,968.495,2006.05,968.495
1706.39,1068.09,149.609,245.404,60.0856,39.3069,2101.4,968.693,2005.61,968.693
1706.64,1068.54,149.362,245,60.5441,39.6069,2101,968.393,2005.36,968.393
1706.75,1068.38,149.247,244.81,60.3754,39.4965,2100.81,968.503,2005.25,968.503
1706.85,1068.45,149.151,244.653,60.4494,39.5449,2100.65,968.455,2005.15,968.455
1706.49,1068.1,149.511,245.244,60.096,39.3137,2101.24,968.686,2005.51,968.686
1712.58,1066.91,143.415,235.245,58.9091,38.5373,2091.25,969.463,1999.42,969.463
1712.73,1066.74,143.266,235,58.7398,38.4265,2091,969.573,1999.27,969.573
1712.32,1067.46,143.679,235.677,59.4639,38.9002,2091.68,969.1,1999.68,969.1
1712.23,1067.18,143.765,235.82,59.1838,38.717,2091.82,969.283,1999.77,969.283
1712.02,1068.19,143.979,236.17,60.1857,39.3724,2092.17,968.628,1999.98,968.628
1711.92,1067.41,144.084,236.342,59.4089,38.8643,2092.34,969.136,2000.08,969.136
1712.58,1068.93,143.42,235.253,60.935,39.8626,2091.25,968.137,1999.42,968.137
1703.89,1084.06,152.11,249.507,76.0631,49.7591,2105.51,958.241,2008.11,958.241
1703.9,1085.75,152.097,249.486,77.7471,50.8607,2105.49,957.139,2008.1,957.139
1704.32,1085.63,151.678,248.798,77.6265,50.7819,2104.8,957.218,2007.68,957.218
1704.96,1086.4,151.042,247.755,78.403,51.2898,2103.75,956.71,2007.04,956.71
1705.61,1087.19,150.388,246.683,79.1928,51.8065,2102.68,956.193,2006.39,956.193
1705.91,1087.09,150.088,246.19,79.0877,51.7377,2102.19,956.262,2006.09,956.262
1706.79,1088.23,149.208,244.747,80.2315,52.486,2100.75,955.514,2005.21,955.514
1706.95,1087.83,149.049,244.486,79.8317,52.2244,2100.49,955.776,2005.05,955.776
1694.52,1088.34,161.475,264.869,80.3376,52.5554,2120.87,955.445,2017.48,955.445
1695.77,1087.68,160.226,262.82,79.6779,52.1239,2118.82,955.876,2016.23,955.876
1696.65,1088.54,159.349,261.381,80.5374,52.6861,2117.38,955.314,2015.35,955.314
1697.29,1087.8,158.713,260.339,79.7959,52.201,2116.34,955.799,2014.71,955.799
1697.82,1088.49,158.175,259.456,80.4878,52.6537,2115.46,955.346,2014.18,955.346
1698.29,1088.15,157.711,258.694,80.1483,52.4316,2114.69,955.568,2013.71,955.568
1698.36,1088.13,157.645,258.586,80.1303,52.4198,2114.59,955.58,2013.64,955.58
1696.3,1086.11,159.698,261.955,78.1141,51.1008,2117.95,956.899,2015.7,956.899
1696.4,1085.36,159.604,261.8,77.3629,50.6094,2117.8,957.391,2015.6,957.391
1696.16,1085.68,159.835,262.179,77.6841,50.8195,2118.18,957.18,2015.84,957.18
1696.37,1085.1,159.628,261.84,77.1001,50.4375,2117.84,957.563,2015.63,957.563
1696.46,1085.24,159.536,261.687,77.2404,50.5293,2117.69,957.471,2015.54,957.471
1696.44,1084.56,159.563,261.733,76.5559,50.0815,2117.73,957.919,2015.56,957.919
1696.59,1085.02,159.405,261.473,77.0167,50.3829,2117.47,957.617,2015.41,957.617
1706.49,1071.14,149.511,245.244,63.1406,41.3054,2101.24,966.695,2005.51,966.695
1706.75,1071.37,149.254,244.822,63.3665,41.4532,2100.82,966.547,2005.25,966.547
1707.09,1072.26,148.907,244.254,64.2581,42.0365,2100.25,965.964,2004.91,965.964
1707.27,1072.76,148.73,243.963,64.7628,42.3666,2099.96,965.633,2004.73,965.633
1707.81,1073.81,148.193,243.082,65.8135,43.054,2099.08,964.946,2004.19,964.946
1708.41,1074.98,147.589,242.091,66.9765,43.8148,2098.09,964.185,2003.59,964.185
1709.53,1075.95,146.475,240.264,67.9519,44.4529,2096.26,963.547,2002.47,963.547
1710.85,1075.56,145.15,238.091,67.5635,44.1988,2094.09,963.801,2001.15,963.801
1712.1,1076.46,143.901,236.042,68.4554,44.7823,2092.04,963.218,1999.9,963.218
1713.39,1076.84,142.607,233.919,68.8409,45.0345,2089.92,962.966,1998.61,962.966
1715.46,1077.23,140.539,230.527,69.2264,45.2866,2086.53,962.713,1996.54,962.713
1716.9,1076.88,139.104,228.174,68.8813,45.0609,2084.17,962.939,1995.1,962.939
1718.64,1076.91,137.362,225.316,68.9088,45.0789,2081.32,962.921,1993.36,962.921
1720.39,1076.48,135.609,222.441,68.4806,44.7988,2078.44,963.201,1991.61,963.201
1729.4,1077.36,126.603,207.667,69.3571,45.3721,2063.67,962.628,1982.6,962.628
1730.65,1077.29,125.35,205.613,69.2873,45.3265,2061.61,962.673,1981.35,962.673
1732.08,1078.29,123.918,203.263,70.2935,45.9847,2059.26,962.015,1979.92,962.015
1732.79,1079.31,123.211,202.103,71.3095,46.6494,2058.1,961.351,1979.21,961.351
1733.29,1080.65,122.712,201.285,72.6515,47.5273,2057.28,960.473,1978.71,960.473
1734.31,1082.12,121.692,199.612,74.117,48.486,2055.61,959.514,1977.69,959.514
1734.97,1083.49,121.032,198.529,75.4928,49.386,2054.53,958.614,1977.03,958.614
1731.08,1085.83,124.918,204.904,77.8341,50.9176,2060.9,957.082,1980.92,957.082
1731.92,1087.49,124.084,203.536,79.4939,52.0035,2059.54,955.997,1980.08,955.997
1732.72,1089.09,123.28,202.217,81.0904,53.0479,2058.22,954.952,1979.28,954.952
1733.14,1090.43,122.863,201.532,82.4335,53.9265,2057.53,954.074,1978.86,954.074
1734.37,1091.18,121.633,199.516,83.1839,54.4174,2055.52,953.583,1977.63,953.583
1734.93,1092.42,121.074,198.599,84.418,55.2247,2054.6,952.775,1977.07,952.775
1735.56,1092.78,120.44,197.559,84.7793,55.4611,2053.56,952.539,1976.44,952.539
1735.26,1092.52,120.741,198.052,84.5198,55.2913,2054.05,952.709,1976.74,952.709
1752.15,1087.88,103.847,170.341,79.8816,52.2571,2026.34,955.743,1959.85,955.743
1752,1087.45,103.997,170.587,79.4475,51.9731,2026.59,956.027,1960,956.027
1752.09,1086.97,103.907,170.439,78.9663,51.6583,2026.44,956.342,1959.91,956.342
1752.08,1086.24,103.92,170.461,78.2398,51.1831,2026.46,956.817,1959.92,956.817
1752.04,1085.41,103.96,170.527,77.4109,50.6408,2026.53,957.359,1959.96,957.359
1751.76,1084.59,104.242,170.99,76.5902,50.104,2026.99,957.896,1960.24,957.896
1751.18,1083.32,104.816,171.931,75.3197,49.2728,2027.93,958.727,1960.82,958.727
1745.82,1077.76,110.175,180.722,69.7586,45.6348,2036.72,962.365,1966.18,962.365
1745.63,1076.85,110.365,181.033,68.848,45.0391,2037.03,962.961,1966.37,962.961
1745.19,1075.19,110.807,181.757,67.1862,43.952,2037.76,964.048,1966.81,964.048
1744.84,1074.34,111.158,182.334,66.3364,43.3961,2038.33,964.604,1967.16,964.604
1744.45,1072.73,111.547,182.971,64.7276,42.3436,2038.97,965.656,1967.55,965.656
1743.18,1070.83,112.821,185.061,62.8298,41.1021,2041.06,966.898,1968.82,966.898
1742.83,1069.29,113.167,185.628,61.2912,40.0956,2041.63,967.904,1969.17,967.904
1740.61,1063.9,115.395,189.283,55.8982,36.5676,2045.28,971.432,1971.39,971.432
1740.24,1062.47,115.761,189.884,54.468,35.632,2045.88,972.368,1971.76,972.368
1739.78,1061.57,116.223,190.642,53.5682,35.0433,2046.64,972.957,1972.22,972.957
1739.38,1060.77,116.617,191.287,52.7659,34.5185,2047.29,973.482,1972.62,973.482
1739.37,1060.13,116.635,191.317,52.1273,34.1007,2047.32,973.899,1972.63,973.899
1739.29,1060.1,116.71,191.44,52.0972,34.0811,2047.44,973.919,1972.71,973.919
1738.65,1060.09,117.354,192.497,52.0859,34.0736,2048.5,973.926,1973.35,973.926
1712.03,1060.08,143.974,236.161,52.0762,34.0673,2092.16,973.933,1999.97,973.933
1711.98,1060.2,144.02,236.238,52.2028,34.1501,2092.24,973.85,2000.02,973.85
1711.94,1060.44,144.06,236.303,52.4353,34.3022,2092.3,973.698,2000.06,973.698
1712.05,1060.56,143.955,236.13,52.56,34.3838,2092.13,973.616,1999.95,973.616
1712.64,1060.82,143.361,235.156,52.8188,34.5531,2091.16,973.447,1999.36,973.447
1713.15,1060.3,142.855,234.326,52.3033,34.2159,2090.33,973.784,1998.85,973.784
1713.55,1059.7,142.45,233.662,51.6999,33.8211,2089.66,974.179,1998.45,974.179
1714.13,1059.04,141.865,232.703,51.0421,33.3908,2088.7,974.609,1997.87,974.609
1715.93,1064.55,140.072,229.761,56.5518,36.9952,2085.76,971.005,1996.07,971.005
1716.58,1063.86,139.415,228.684,55.8632,36.5447,2084.68,971.455,1995.42,971.455
1718.54,1063.09,137.462,225.481,55.0884,36.0378,2081.48,971.962,1993.46,971.962
1719.64,1062.75,136.362,223.676,54.7483,35.8153,2079.68,972.185,1992.36,972.185
1720.71,1062.49,135.294,221.925,54.4901,35.6464,2077.92,972.354,1991.29,972.354
1721.5,1062.97,134.505,220.629,54.9734,35.9626,2076.63,972.037,1990.5,972.037
1722.67,1063.99,133.334,218.708,55.9936,36.63,2074.71,971.37,1989.33,971.37
1722.86,1065.08,133.145,218.398,57.0769,37.3387,2074.4,970.661,1989.14,970.661
1723.62,1066.44,132.378,217.14,58.4371,38.2285,2073.14,969.772,1988.38,969.772
1724,1068.11,131.998,216.517,60.1071,39.321,2072.52,968.679,1988,968.679
1724.64,1070.04,131.362,215.475,62.0403,40.5857,2071.47,967.414,1987.36,967.414
1724.35,1071.72,131.648,215.943,63.7183,41.6833,2071.94,966.317,1987.65,966.317
1723.67,1073.56,132.328,217.059,65.5632,42.8903,2073.06,965.11,1988.33,965.11
1723.51,1075.07,132.486,217.318,67.071,43.8766,2073.32,964.123,1988.49,964.123
1728.75,1080.73,127.252,208.732,72.726,47.576,2064.73,960.424,1983.25,960.424
1728.06,1081.88,127.939,209.859,73.8847,48.334,2065.86,959.666,1983.94,959.666
1727.62,1082.52,128.377,210.577,74.5156,48.7467,2066.58,959.253,1984.38,959.253
1726.79,1082.67,129.212,211.947,74.668,48.8464,2067.95,959.154,1985.21,959.154
1727.03,1082.27,128.971,211.552,74.274,48.5887,2067.55,959.411,1984.97,959.411
1727.02,1081.8,128.978,211.563,73.7973,48.2768,2067.56,959.723,1984.98,959.723
1727.22,1081.64,128.775,211.231,73.6393,48.1735,2067.23,959.826,1984.78,959.826
1723.95,1068.92,132.052,216.607,60.9225,39.8544,2072.61,968.146,1988.05,968.146
1724.84,1066.22,131.16,215.143,58.2218,38.0877,2071.14,969.912,1987.16,969.912
1726.45,1064.41,129.552,212.505,56.4058,36.8997,2068.51,971.1,1985.55,971.1
1727.99,1063.41,128.015,209.983,55.4081,36.247,2065.98,971.753,1984.01,971.753
1730.05,1062.57,125.947,206.592,54.5701,35.6988,2062.59,972.301,1981.95,972.301
1731.63,1061.76,124.374,204.011,53.7624,35.1704,2060.01,972.83,1980.37,972.83
1734.85,1060.46,121.147,198.719,52.456,34.3158,2054.72,973.684,1977.15,973.684
1737.27,1078.27,118.729,194.752,70.2712,45.9702,2050.75,962.03,1974.73,962.03
1741.02,1079.03,114.975,188.595,71.0304,46.4668,2044.59,961.533,1970.98,961.533
1742.67,1080.22,113.329,185.894,72.216,47.2424,2041.89,960.758,1969.33,960.758
1743.89,1082.15,112.115,183.902,74.1548,48.5107,2039.9,959.489,1968.11,959.489
1744.94,1083.52,111.061,182.175,75.5186,49.4029,2038.17,958.597,1967.06,958.597
1745.11,1086.06,110.89,181.893,78.0552,51.0623,2037.89,956.938,1966.89,956.938
1745.39,1088.29,110.61,181.434,80.2876,52.5227,2037.43,955.477,1966.61,955.477
1736.76,1089.83,119.245,195.598,81.8257,53.5289,2051.6,954.471,1975.24,954.471
1735.17,1091.42,120.831,198.2,83.416,54.5692,2054.2,953.431,1976.83,953.431
1733,1092.94,123,201.757,84.9393,55.5658,2057.76,952.434,1979,952.434
1730.37,1092.86,125.63,206.072,84.8588,55.5131,2062.07,952.487,1981.63,952.487
1727.77,1093.24,128.23,210.336,85.2434,55.7647,2066.34,952.235,1984.23,952.235
1725.13,1091.82,130.875,214.675,83.8222,54.835,2070.67,953.165,1986.87,953.165
1723.19,1090.76,132.806,217.842,82.7645,54.143,2073.84,953.857,1988.81,953.857
1721.49,1089.2,134.508,220.634,81.2024,53.1212,2076.63,954.879,1990.51,954.879
1713.9,1083.44,142.1,233.088,75.4358,49.3487,2089.09,958.651,1998.1,958.651
1712.38,1080.72,143.621,235.582,72.7158,47.5694,2091.58,960.431,1999.62,960.431
1710.73,1077.55,145.27,238.287,69.5506,45.4987,2094.29,962.501,2001.27,962.501
1710.09,1075.45,145.908,239.335,67.4467,44.1224,2095.33,963.878,2001.91,963.878
1710,1072.27,146.001,239.486,64.2697,42.0441,2095.49,965.956,2002,965.956
1710.5,1070.41,145.498,238.661,62.4084,40.8264,2094.66,967.174,2001.5,967.174
1710.61,1068.53,145.39,238.484,60.5308,39.5982,2094.48,968.402,2001.39,968.402
1713.05,1042.16,142.95,234.481,34.1584,22.3458,2090.48,985.654,1998.95,985.654
1713.98,1040.76,142.019,232.955,32.7624,21.4326,2088.95,986.567,1998.02,986.567
1715.58,1040.37,140.416,230.326,32.3697,21.1756,2086.33,986.824,1996.42,986.824
1716.58,1039.76,139.42,228.691,31.7604,20.7771,2084.69,987.223,1995.42,987.223
1717.88,1039.64,138.121,226.562,31.6377,20.6968,2082.56,987.303,1994.12,987.303
1719.03,1038.99,136.968,224.669,30.9931,20.2752,2080.67,987.725,1992.97,987.725
1720.52,1039.5,135.478,222.225,31.4998,20.6066,2078.22,987.393,1991.48,987.393
1732.1,1044.95,123.901,203.235,36.9478,24.1706,2059.24,983.829,1979.9,983.829
1734.09,1045.33,121.909,199.969,37.3257,24.4178,2055.97,983.582,1977.91,983.582
1735.39,1045.43,120.613,197.843,37.4278,24.4846,2053.84,983.515,1976.61,983.515
1736.54,1045.57,119.464,195.958,37.5678,24.5762,2051.96,983.424,1975.46,983.424
1736.99,1044.33,119.007,195.209,36.3292,23.7659,2051.21,984.234,1975.01,984.234
1738.08,1043.82,117.919,193.424,35.8247,23.4359,2049.42,984.564,1973.92,984.564
1739.39,1042.36,116.614,191.283,34.3605,22.478,2047.28,985.522,1972.61,985.522
1743.25,1046.02,112.75,184.944,38.0217,24.8731,2040.94,983.127,1968.75,983.127
1744.22,1044.44,111.778,183.351,36.4377,23.8369,2039.35,984.163,1967.78,984.163
1744.93,1043.41,111.07,182.189,35.4108,23.1651,2038.19,984.835,1967.07,984.835
1745.65,1042.04,110.345,181,34.0411,22.2691,2037,985.731,1966.35,985.731
1746.8,1041.84,109.201,179.124,33.84,22.1375,2035.12,985.862,1965.2,985.862
1747.94,1041,108.056,177.245,32.9998,21.5879,2033.25,986.412,1964.06,986.412
1749.28,1041.19,106.719,175.052,33.1852,21.7092,2031.05,986.291,1962.72,986.291
1750.7,1040.55,105.3,172.724,32.5453,21.2906,2028.72,986.709,1961.3,986.709
1748.13,1052.49,107.871,176.941,44.4872,29.1027,2032.94,978.897,1963.87,978.897
1749.22,1052.57,106.785,175.16,44.565,29.1536,2031.16,978.846,1962.78,978.846
1750.06,1053.12,105.937,173.769,45.12,29.5167,2029.77,978.483,1961.94,978.483
1750.57,1052.89,105.431,172.939,44.8931,29.3683,2028.94,978.632,1961.43,978.632
1751.46,1052.86,104.541,171.48,44.8634,29.3488,2027.48,978.651,1960.54,978.651
1752.42,1052.68,103.581,169.905,44.6817,29.23,2025.9,978.77,1959.58,978.77
1753.42,1052.48,102.575,168.255,44.4772,29.0962,2024.25,978.904,1958.58,978.904
1753.49,1052.92,102.51,168.147,44.9158,29.3831,2024.15,978.617,1958.51,978.617
1755.91,1066.49,100.094,164.185,58.4913,38.264,2020.18,969.736,1956.09,969.736
1756.22,1066.81,99.7845,163.677,58.8087,38.4716,2019.68,969.528,1955.78,969.528
1756.19,1066.43,99.8059,163.712,58.4268,38.2218,2019.71,969.778,1955.81,969.778
1756.41,1066.55,99.5945,163.366,58.5462,38.2998,2019.37,969.7,1955.59,969.7
1757.46,1066.65,98.5398,161.636,58.6509,38.3683,2017.64,969.632,1954.54,969.632
1757.88,1067.32,98.1219,160.95,59.3221,38.8074,2016.95,969.193,1954.12,969.193
1733.71,1070.73,122.286,200.587,62.7258,41.0341,2056.59,966.966,1978.29,966.966
1733.95,1070.52,122.053,200.204,62.5204,40.8997,2056.2,967.1,1978.05,967.1
1734.29,1071,121.711,199.643,63.0038,41.2159,2055.64,966.784,1977.71,966.784
1735.25,1070.45,120.75,198.068,62.4522,40.8551,2054.07,967.145,1976.75,967.145
1736.7,1070.75,119.3,195.689,62.747,41.048,2051.69,966.952,1975.3,966.952
1738.55,1070.33,117.449,192.653,62.3343,40.778,2048.65,967.222,1973.45,967.222
1739.56,1070.73,116.438,190.994,62.7264,41.0345,2046.99,966.966,1972.44,966.966
1753.28,1072.99,102.724,168.499,64.9893,42.5148,2024.5,965.485,1958.72,965.485
1754.17,1072.73,101.828,167.029,64.7336,42.3476,2023.03,965.652,1957.83,965.652
1756.56,1072.72,99.438,163.109,64.7169,42.3366,2019.11,965.663,1955.44,965.663
1757.76,1071.82,98.2398,161.144,63.8166,41.7477,2017.14,966.252,1954.24,966.252
1759.32,1071.74,96.6833,158.59,63.7418,41.6988,2014.59,966.301,1952.68,966.301
1760.67,1070.36,95.3303,156.371,62.3611,40.7955,2012.37,967.205,1951.33,967.205
1762.13,1070.03,93.8733,153.981,62.0332,40.581,2009.98,967.419,1949.87,967.419
1757.97,1074.28,98.0322,160.803,66.281,43.3598,2016.8,964.64,1954.03,964.64
1759.59,1074.19,96.4063,158.136,66.1881,43.299,2014.14,964.701,1952.41,964.701
1761.83,1073.94,94.1702,154.468,65.9379,43.1354,2010.47,964.865,1950.17,964.865
1763.25,1073.75,92.7543,152.146,65.749,43.0118,2008.15,964.988,1948.75,964.988
1765.18,1074.04,90.8174,148.969,66.0366,43.1999,2004.97,964.8,1946.82,964.8
1766.65,1073.52,89.3509,146.563,65.5206,42.8624,2002.56,965.138,1945.35,965.138
1768.4,1074.1,87.5974,143.687,66.1022,43.2428,1999.69,964.757,1943.6,964.757
1770.98,1074.24,85.0166,139.453,66.2394,43.3326,1995.45,964.667,1941.02,964.667
1764.55,1077.52,91.4536,150.012,69.5219,45.48,2006.01,962.52,1947.45,962.52
1766.19,1077.05,89.8136,147.322,69.0517,45.1724,2003.32,962.828,1945.81,962.828
1767.96,1077.43,88.0354,144.405,69.4269,45.4178,2000.41,962.582,1944.04,962.582
1770.28,1078.34,85.7204,140.608,70.3413,46.016,1996.61,961.984,1941.72,961.984
1772.52,1078.87,83.482,136.936,70.8747,46.365,1992.94,961.635,1939.48,961.635
1774.49,1079.86,81.5148,133.709,71.8634,47.0117,1989.71,960.988,1937.51,960.988
1776.2,1079.06,79.7952,130.889,71.0642,46.4889,1986.89,961.511,1935.8,961.511
1758.17,1090.01,97.8296,160.471,82.0072,53.6476,2016.47,954.352,1953.83,954.352
1760.08,1088.64,95.9222,157.342,80.6425,52.7549,2013.34,955.245,1951.92,955.245
1762.48,1090.77,93.5205,153.402,82.7702,54.1468,2009.4,953.853,1949.52,953.853
1765.49,1089.64,90.5135,148.47,81.6412,53.4082,2004.47,954.592,1946.51,954.592
1767.3,1091.49,88.7012,145.497,83.487,54.6157,2001.5,953.384,1944.7,953.384
1769.85,1091.41,86.1487,141.31,83.4107,54.5658,1997.31,953.434,1942.15,953.434
1772.29,1092.96,83.714,137.317,84.9649,55.5825,1993.32,952.418,1939.71,952.418
1775.15,1094.65,80.8461,132.612,86.6471,56.683,1988.61,951.317,1936.85,951.317
1762.71,1099.58,93.289,153.023,91.5767,59.9078,2009.02,948.092,1949.29,948.092
1765.68,1101.95,90.323,148.158,93.9495,61.46,2004.16,946.54,1946.32,946.54
1767.36,1102.24,88.64,145.397,94.2445,61.653,2001.4,946.347,1944.64,946.347
1769.49,1103.95,86.5082,141.9,95.9519,62.77,1997.9,945.23,1942.51,945.23
1770.39,1105.09,85.6105,140.428,97.087,63.5126,1996.43,944.487,1941.61,944.487
1771.24,1105.67,84.7565,139.027,97.6672,63.8921,1995.03,944.108,1940.76,944.108
1759.37,1103.23,96.6286,158.501,95.2321,62.2991,2014.5,945.701,1952.63,945.701
1760.18,1103,95.8166,157.169,95.0021,62.1486,2013.17,945.851,1951.82,945.851
1761.04,1102.48,94.9559,155.757,94.4824,61.8087,2011.76,946.191,1950.96,946.191
1762.07,1102.19,93.9282,154.071,94.1937,61.6198,2010.07,946.38,1949.93,946.38
1762.71,1101.57,93.2874,153.02,93.5705,61.2121,2009.02,946.788,1949.29,946.788
1763.93,1100.47,92.0676,151.019,92.4727,60.494,2007.02,947.506,1948.07,947.506
1764.86,1099.57,91.1424,149.502,91.566,59.9008,2005.5,948.099,1947.14,948.099
1752.67,1086.99,103.333,169.498,78.9867,51.6717,2025.5,956.328,1959.33,956.328
1754.29,1085.92,101.706,166.829,77.9194,50.9734,2022.83,957.027,1957.71,957.027
1755.73,1084.97,100.267,164.469,76.971,50.353,2020.47,957.647,1956.27,957.647
1757.6,1084.51,98.3974,161.402,76.5093,50.051,2017.4,957.949,1954.4,957.949
1759.05,1084.35,96.9523,159.032,76.3495,49.9464,2015.03,958.054,1952.95,958.054
1761.05,1084.63,94.9478,155.744,76.6341,50.1327,2011.74,957.867,1950.95,957.867
1762.53,1085.17,93.4743,153.327,77.1706,50.4836,2009.33,957.516,1949.47,957.516
1764.72,1086.53,91.2773,149.723,78.5345,51.3758,2005.72,956.624,1947.28,956.624
1761.24,1073.78,94.7563,155.429,65.7822,43.0335,2011.43,964.967,1950.76,964.967
1763.14,1075.43,92.8633,152.324,67.4307,44.1119,2008.32,963.888,1948.86,963.888
1765.32,1076.71,90.6801,148.743,68.7128,44.9507,2004.74,963.049,1946.68,963.049
1766.57,1078.12,89.4334,146.698,70.1238,45.8737,2002.7,962.126,1945.43,962.126
1768.43,1080.35,87.5683,143.639,72.3489,47.3293,1999.64,960.671,1943.57,960.671
1769.94,1082.03,86.0646,141.172,74.0287,48.4282,1997.17,959.572,1942.06,959.572
1771.34,1083.88,84.6626,138.873,75.8779,49.6379,1994.87,958.362,1940.66,958.362
1748.55,1096.22,107.445,176.243,88.2224,57.7135,2032.24,950.287,1963.45,950.287
1749.92,1097.65,106.08,174.004,89.6465,58.6451,2030,949.355,1962.08,949.355
1751.24,1098.82,104.764,171.845,90.8202,59.4129,2027.85,948.587,1960.76,948.587
1752.99,1099.87,103.009,168.967,91.865,60.0964,2024.97,947.904,1959.01,947.904
1754.79,1100.58,101.214,166.023,92.5848,60.5673,2022.02,947.433,1957.21,947.433
1756.51,1100.84,99.4906,163.195,92.8429,60.7362,2019.2,947.264,1955.49,947.264
1758.18,1100.85,97.8212,160.457,92.8467,60.7386,2016.46,947.261,1953.82,947.261
1742.66,1096.85,113.337,185.907,88.8455,58.1211,2041.91,949.879,1969.34,949.879
1744.31,1096.91,111.686,183.199,88.9126,58.165,2039.2,949.835,1967.69,949.835
1746.13,1096.84,109.872,180.224,88.8415,58.1185,2036.22,949.881,1965.87,949.881
1748.09,1096.62,107.906,176.998,88.6158,57.9708,2033,950.029,1963.91,950.029
1750,1096.76,106.005,173.881,88.765,58.0685,2029.88,949.932,1962,949.932
1751.63,1097.74,104.372,171.202,89.7431,58.7083,2027.2,949.292,1960.37,949.292
1753.8,1098.11,102.203,167.644,90.1084,58.9473,2023.64,949.053,1958.2,949.053
1755.99,1098.91,100.007,164.042,90.9107,59.4721,2020.04,948.528,1956.01,948.528
1745.43,1104.58,110.571,181.371,96.5785,63.1799,2037.37,944.82,1966.57,944.82
1746.22,1105.74,109.778,180.07,97.7445,63.9427,2036.07,944.057,1965.78,944.057
1747.42,1106.53,108.577,178.1,98.5337,64.459,2034.1,943.541,1964.58,943.541
1748.87,1107.39,107.133,175.732,99.3873,65.0174,2031.73,942.983,1963.13,942.983
1750.18,1108.22,105.823,173.582,100.22,65.5624,2029.58,942.438,1961.82,942.438
1752.18,1109.31,103.822,170.3,101.306,66.2725,2026.3,941.727,1959.82,941.727
1741.06,1106.59,114.941,188.538,98.594,64.4984,2044.54,943.502,1970.94,943.502
1742.29,1107.19,113.706,186.512,99.1855,64.8853,2042.51,943.115,1969.71,943.115
1743.58,1107.44,112.421,184.404,99.4383,65.0507,2040.4,942.949,1968.42,942.949
1744.83,1107.74,111.165,182.346,99.7401,65.2482,2038.35,942.752,1967.17,942.752
1746.2,1107.63,109.802,180.109,99.6337,65.1786,2036.11,942.821,1965.8,942.821
1747.45,1107.46,108.554,178.062,99.4577,65.0634,2034.06,942.937,1964.55,942.937
1748.72,1106.16,107.284,175.978,98.163,64.2165,2031.98,943.784,1963.28,943.784
1749.67,1105.66,106.332,174.417,97.6641,63.8901,2030.42,944.11,1962.33,944.11
1741.05,1112.47,114.952,188.557,104.465,68.3393,2044.56,939.661,1970.95,939.661
1741.64,1111.44,114.361,187.587,103.438,67.6673,2043.59,940.333,1970.36,940.333
1741.8,1110.2,114.198,187.32,102.202,66.8589,2043.32,941.141,1970.2,941.141
1742.19,1108.67,113.81,186.683,100.666,65.8542,2042.68,942.146,1969.81,942.146
1742.54,1107.87,113.46,186.11,99.8653,65.33,2042.11,942.67,1969.46,942.67
1742.4,1107.05,113.595,186.331,99.053,64.7986,2042.33,943.201,1969.6,943.201
1742.59,1105.78,113.407,186.022,97.7773,63.9642,2042.02,944.036,1969.41,944.036
1729.86,1090.25,126.142,206.912,82.2536,53.8088,2062.91,954.191,1982.14,954.191
1730.73,1089.38,125.273,205.486,81.3799,53.2373,2061.49,954.763,1981.27,954.763
1732.31,1088.66,123.686,202.883,80.6591,52.7657,2058.88,955.234,1979.69,955.234
1734.7,1087.83,121.299,198.968,79.8342,52.2261,2054.97,955.774,1977.3,955.774
1736.69,1087.51,119.314,195.712,79.5099,52.0139,2051.71,955.986,1975.31,955.986
1738.78,1088.05,117.22,192.277,80.0477,52.3658,2048.28,955.634,1973.22,955.634
1740.99,1088.19,115.012,188.656,80.1913,52.4597,2044.66,955.54,1971.01,955.54
1742.92,1089.04,113.083,185.491,81.0389,53.0142,2041.49,954.986,1969.08,954.986
1731.15,1083.89,124.848,204.79,75.8852,49.6427,2060.79,958.357,1980.85,958.357
1732.8,1083.96,123.196,202.079,75.9569,49.6896,2058.08,958.31,1979.2,958.31
1734.21,1084.13,121.794,199.779,76.1254,49.7999,2055.78,958.2,1977.79,958.2
1735.65,1084.89,120.353,197.417,76.8944,50.3029,2053.42,957.697,1976.35,957.697
1736.45,1085.24,119.547,196.094,77.2389,50.5283,2052.09,957.472,1975.55,957.472
1737.37,1085.3,118.629,194.588,77.3009,50.5688,2050.59,957.431,1974.63,957.431
1719.43,1082.75,136.571,224.018,74.748,48.8988,2080.02,959.101,1992.57,959.101
1721.46,1083.08,134.542,220.691,75.0841,49.1187,2076.69,958.881,1990.54,958.881
1724.88,1083.99,131.123,215.083,75.9939,49.7138,2071.08,958.286,1987.12,958.286
1727.4,1085.04,128.599,210.941,77.0383,50.397,2066.94,957.603,1984.6,957.603
1730.81,1086.12,125.186,205.343,78.1177,51.1032,2061.34,956.897,1981.19,956.897
1733.27,1087.62,122.734,201.322,79.6237,52.0884,2057.32,955.912,1978.73,955.912
